index,chinese_idiom,pinyin
2756,画地为牢,hua4 di4 wei2 lao2
2757,画虎类犬,hua4 hu3 lei4 quan3
2758,画蛇添足,hua4 she2 tian1 zu2
2759,画饼充饥,hua4 bing3 chong1 ji1
2760,画龙点睛,hua4 long2 dian3 jing1
2761,畅所欲言,chang4 suo3 yu4 yan2
2762,畏天知命,wei4 tian1 zhi1 ming4
2763,畏缩不前,wei4 suo1 bu4 qian2
2764,畏首畏尾,wei4 shou3 wei4 wei3
2765,留有余地,liu2 you3 yu2 di4
2766,略知一二,lve4 zhi1 yi1 er4
2767,略胜一筹,lve4 sheng4 yi1 chou2
2768,略见一斑,lve4 jian4 yi1 ban1
2769,疑神疑鬼,yi2 shen2 yi2 gui3
2770,疲于奔命,pi2 yu2 ben1 ming4
2771,疾恶如仇,ji2 e4 ru2 chou2
2772,疾风甚雨,ji2 feng1 shen4 yu3
2773,病从口入,bing4 cong2 kou3 ru4
2774,病入膏肓,bing4 ru4 gao1 huang1
2775,痛不欲生,tong4 bu4 yu4 sheng1
2776,痛哭流涕,tong4 ku1 liu2 ti4
2777,痛定思痛,tong4 ding4 si1 tong4
2778,痛心疾首,tong4 xin1 ji2 shou3
2779,痛快淋漓,tong4 kuai4 lin2 li2
2780,痛改前非,tong4 gai3 qian2 fei1
2781,痴人说梦,chi1 ren2 shuo1 meng4
2782,痴心妄想,chi1 xin1 wang4 xiang3
2783,瘦骨嶙峋,shou4 gu3 lin2 xun2
2784,登台拜将,deng1 tai2 bai4 jiang4
2785,登峰造极,deng1 feng1 zao4 ji2
2786,登高望远,deng1 gao1 wang4 yuan3
2787,白云苍狗,bai2 yun2 cang1 gou3
2788,白发朱颜,bai2 fa4 zhu1 yan2
2789,白头偕老,bai2 tou2 xie2 lao3
2790,白手起家,bai2 shou3 qi3 jia1
2791,白日做梦,bai2 ri4 zuo4 meng4
2792,白玉映沙,bai2 yu4 ying4 sha1
2793,白璧无瑕,bai2 bi4 wu2 xia2
2794,白眉赤眼,bai2 mei2 chi4 yan3
2795,白虹贯日,bai2 hong2 guan4 ri4
2796,白衣天使,bai2 yi1 tian1 shi3
2797,白饭青刍,bai2 fan4 qing1 chu2
2798,白首相知,bai2 shou3 xiang1 zhi1
2799,白驹过隙,bai2 ju1 guo4 xi4
2800,白鱼入舟,bai2 yu2 ru4 zhou1
2801,白龙鱼服,bai2 long2 yu2 fu2
2802,百依百顺,bai3 yi1 bai3 shun4
2803,百发百中,bai3 fa1 bai3 zhong4
2804,百口莫辩,bai3 kou3 mo4 bian4
2805,百家争鸣,bai3 jia1 zheng1 ming2
2806,百尺竿头,bai3 chi3 gan1 tou2
2807,百川归海,bai3 chuan1 gui1 hai3
2808,百巧成穷,bai3 qiao3 cheng2 qiong2
2809,百年大计,bai3 nian2 da4 ji4
2810,百废待兴,bai3 fei4 dai4 xing1
2811,百感交集,bai3 gan3 jiao1 ji2
2812,百战百胜,bai3 zhan4 bai3 sheng4
2813,百折不挠,bai3 zhe2 bu4 nao2
2814,百无聊赖,bai3 wu2 liao2 lai4
2815,百步穿杨,bai3 bu4 chuan1 yang2
2816,百炼成钢,bai3 lian4 cheng2 gang1
2817,百舌之声,bai3 she2 zhi1 sheng1
2818,百般折磨,bai3 ban1 zhe2 mo2
2819,百花齐放,bai3 hua1 qi2 fang4
2820,百身莫赎,bai3 shen1 mo4 shu2
2821,百里挑一,bai3 li3 tiao1 yi1
2822,皆大欢喜,jie1 da4 huan1 xi3
2823,皇亲国戚,huang2 qin1 guo2 qi1
2824,皇天后土,huang2 tian1 hou4 tu3
2825,皓齿朱唇,hao4 chi3 zhu1 chun2
2826,皮开肉绽,pi2 kai1 rou4 zhan4
2827,皮里春秋,pi2 li3 chun1 qiu1
2828,监守自盗,jian1 shou3 zi4 dao4
2829,盖世无双,gai4 shi4 wu2 shuang1
2830,盖棺论定,gai4 guan1 lun4 ding4
2831,盘根错节,pan2 gen1 cuo4 jie2
2832,盛气凌人,sheng4 qi4 ling2 ren2
2833,目光如炬,mu4 guang1 ru2 ju4
2834,目挑心招,mu4 tiao3 xin1 zhao1
2835,目无全牛,mu4 wu2 quan2 niu2
2836,目眩神迷,mu4 xuan4 shen2 mi2
2837,目瞪口呆,mu4 deng4 kou3 dai1
2838,目空一切,mu4 kong1 yi1 qie4
2839,目迷五色,mu4 mi2 wu3 se4
2840,盲人摸象,mang2 ren2 mo1 xiang4
2841,直截了当,zhi2 jie2 liao3 dang4
2842,直捣黄龙,zhi2 dao3 huang2 long2
2843,直言不讳,zhi2 yan2 bu4 hui4
2844,相依为命,xiang1 yi1 wei2 ming4
2845,相安无事,xiang1 an1 wu2 shi4
2846,相差无几,xiang1 cha1 wu2 ji3
2847,相形见绌,xiang1 xing2 jian4 chu4
2848,相得益彰,xiang1 de2 yi4 zhang1
2849,相忍为国,xiang1 ren3 wei4 guo2
2850,相提并论,xiang1 ti2 bing4 lun4
2851,相敬如宾,xiang1 jing4 ru2 bin1
2852,相映成趣,xiang1 ying4 cheng2 qu4
2853,相濡以沫,xiang1 ru2 yi3 mo4
2854,相煎何急,xiang1 jian1 he2 ji2
2855,相辅相成,xiang1 fu3 xiang1 cheng2
2856,省吃俭用,sheng3 chi1 jian3 yong4
2857,眉开眼笑,mei2 kai1 yan3 xiao4
2858,眉来眼去,mei2 lai2 yan3 qu4
2859,眉清目秀,mei2 qing1 mu4 xiu4
2860,眉目传情,mei2 mu4 chuan2 qing2
2861,眉飞色舞,mei2 fei1 se4 wu3
2862,眉高眼低,mei2 gao1 yan3 di1
2863,看朱成碧,kan4 zhu1 cheng2 bi4
2864,看破红尘,kan4 po4 hong2 chen2
2865,看风使帆,kan4 feng1 shi3 fan1
2866,真假难辨,zhen1 jia3 nan2 bian4
2867,真凭实据,zhen1 ping2 shi2 ju4
2868,真才实学,zhen1 cai2 shi2 xue2
2869,真相大白,zhen1 xiang4 da4 bai2
2870,真知灼见,zhen1 zhi1 zhuo2 jian4
2871,眠云卧石,mian2 yun2 wo4 shi2
2872,眼泪汪汪,yan3 lei4 wang1 wang1
2873,眼疾手快,yan3 ji2 shou3 kuai4
2874,眼花缭乱,yan3 hua1 liao2 luan4
2875,眼观六路,yan3 guan1 liu4 lu4
2876,睡意朦胧,shui4 yi4 meng2 long2
2877,睹物思人,du3 wu4 si1 ren2
2878,瞠乎其后,cheng1 hu1 qi2 hou4
2879,瞠目结舌,cheng1 mu4 jie2 she2
2880,瞬息万变,shun4 xi1 wan4 bian4
2881,瞻前顾后,zhan1 qian2 gu4 hou4
2882,矜功自伐,jin1 gong1 zi4 fa2
2883,知书达礼,zhi1 shu1 da2 li3
2884,知人善任,zhi1 ren2 shan4 ren4
2885,知名当世,zhi1 ming2 dang1 shi4
2886,知己知彼,zhi1 ji3 zhi1 bi3
2887,知恩图报,zhi1 en1 tu2 bao4
2888,知无不言,zhi1 wu2 bu4 yan2
2889,知易行难,zhi1 yi4 xing2 nan2
2890,知根知底,zhi1 gen1 zhi1 di3
2891,知法犯法,zhi1 fa3 fan4 fa3
2892,知错就改,zhi1 cuo4 jiu4 gai3
2893,知难而退,zhi1 nan2 er2 tui4
2894,知鱼之乐,zhi1 yu2 zhi1 le4
2895,矫世变俗,jiao3 shi4 bian4 su2
2896,矫枉过正,jiao3 wang3 guo4 zheng4
2897,矫若惊龙,jiao3 ruo4 jing1 long2
2898,短兵相接,duan3 bing1 xiang1 jie1
2899,短小精悍,duan3 xiao3 jing1 han4
2900,石沉大海,shi2 chen2 da4 hai3
2901,石破天惊,shi2 po4 tian1 jing1
2902,砥行磨名,di3 xing2 mo2 ming2
2903,破口大骂,po4 kou3 da4 ma4
2904,破旧立新,po4 jiu4 li4 xin1
2905,破涕为笑,po4 ti4 wei2 xiao4
2906,破釜沉舟,po4 fu3 chen2 zhou1
2907,破铜烂铁,po4 tong2 lan4 tie3
2908,破镜重圆,po4 jing4 chong2 yuan2
2909,础润而雨,chu3 run4 er2 yu3
2910,硕果仅存,shuo4 guo3 jin3 cun2
2911,碌碌无为,lu4 lu4 wu2 wei2
2912,碧瓦朱甍,bi4 wa3 zhu1 meng2
2913,碧空如洗,bi4 kong1 ru2 xi3
2914,碧落黄泉,bi4 luo4 huang2 quan2
2915,碧血丹心,bi4 xue4 dan1 xin1
2916,磨刀霍霍,mo2 dao1 huo4 huo4
2917,磨杵成针,mo2 chu3 cheng2 zhen1
2918,磨穿铁砚,mo2 chuan1 tie3 yan4
2919,礼尚往来,li3 shang4 wang3 lai2
2920,礼贤下士,li3 xian2 xia4 shi4
2921,社鼠城狐,she4 shu3 cheng2 hu2
2922,神乎其神,shen2 hu1 qi2 shen2
2923,神佛不佑,shen2 fo2 bu4 you4
2924,神出鬼没,shen2 chu1 gui3 mo4
2925,神头鬼面,shen2 tou2 gui3 mian4
2926,神思恍惚,shen2 si1 huang3 hu1
2927,神机妙算,shen2 ji1 miao4 suan4
2928,神来之笔,shen2 lai2 zhi1 bi3
2929,神色自若,shen2 se4 zi4 ruo4
2930,神通广大,shen2 tong1 guang3 da4
2931,神采奕奕,shen2 cai3 yi4 yi4
2932,神鬼莫测,shen2 gui3 mo4 ce4
2933,神魂颠倒,shen2 hun2 dian1 dao3
2934,祸不单行,huo4 bu4 dan1 xing2
2935,祸从口出,huo4 cong2 kou3 chu1
2936,祸国殃民,huo4 guo2 yang1 min2
2937,祸福同门,huo4 fu2 tong2 men2
2938,祸起萧墙,huo4 qi3 xiao1 qiang2
2939,禁暴诛乱,jin4 bao4 zhu1 luan4
2940,禁网疏阔,jin4 wang3 shu1 kuo4
2941,福寿康宁,fu2 shou4 kang1 ning2
2942,福星高照,fu2 xing1 gao1 zhao4
2943,福至心灵,fu2 zhi4 xin1 ling2
2944,福过灾生,fu2 guo4 zai1 sheng1
2945,离心离德,li2 xin1 li2 de2
2946,离经叛道,li2 jing1 pan4 dao4
2947,离群索居,li2 qun2 suo3 ju1
2948,秀出班行,xiu4 chu1 ban1 hang2
2949,秀外惠中,xiu4 wai4 hui4 zhong1
2950,秀色可餐,xiu4 se4 ke3 can1
2951,秉烛夜游,bing3 zhu2 ye4 you2
2952,秋毫无犯,qiu1 hao2 wu2 fan4
2953,秋水伊人,qiu1 shui3 yi1 ren2
2954,秋色宜人,qiu1 se4 yi2 ren2
2955,秋荼密网,qiu1 tu2 mi4 wang3
2956,秋风过耳,qiu1 feng1 guo4 er3
2957,秋高气爽,qiu1 gao1 qi4 shuang3
2958,秦晋之好,qin2 jin4 zhi1 hao3
2959,积劳成疾,ji1 lao2 cheng2 ji2
2960,积土成山,ji1 tu3 cheng2 shan1
2961,积少成多,ji1 shao3 cheng2 duo1
2962,积恶余殃,ji1 e4 yu2 yang1
2963,积水成渊,ji1 shui3 cheng2 yuan1
2964,积谷防饥,ji1 gu3 fang2 ji1
2965,积重难返,ji1 zhong4 nan2 fan3
2966,称兄道弟,cheng1 xiong1 dao4 di4
2967,称孤道寡,cheng1 gu1 dao4 gua3
2968,称心如意,chen4 xin1 ru2 yi4
2969,称王称霸,cheng1 wang2 cheng1 ba4
2970,移花接木,yi2 hua1 jie1 mu4
2971,移风易俗,yi2 feng1 yi4 su2
2972,稀奇古怪,xi1 qi2 gu3 guai4
2973,程门立雪,cheng2 men2 li4 xue3
2974,稍纵即逝,shao1 zong4 ji2 shi4
2975,稳如泰山,wen3 ru2 tai4 shan1
2976,稳扎稳打,wen3 zha1 wen3 da3
2977,稳操胜券,wen3 cao1 sheng4 quan4
2978,穷乡僻壤,qiong2 xiang1 pi4 rang3
2979,穷兵黩武,qiong2 bing1 du2 wu3
2980,穷凶极恶,qiong2 xiong1 ji2 e4
2981,穷则思变,qiong2 ze2 si1 bian4
2982,穷寇勿追,qiong2 kou4 wu4 zhui1
2983,穷形尽相,qiong2 xing2 jin4 xiang4
2984,穷极无聊,qiong2 ji2 wu2 liao2
2985,穷源溯流,qiong2 yuan2 su4 liu2
2986,穷猿投林,qiong2 yuan2 tou2 lin2
2987,穷理尽性,qiong2 li3 jin4 xing4
2988,穷而后工,qiong2 er2 hou4 gong1
2989,穷达有命,qiong2 da2 you3 ming4
2990,穷追猛打,qiong2 zhui1 meng3 da3
2991,穷途末路,qiong2 tu2 mo4 lu4
2992,空中楼阁,kong1 zhong1 lou2 ge2
2993,空前绝后,kong1 qian2 jue2 hou4
2994,空口无凭,kong1 kou3 wu2 ping2
2995,空洞无物,kong1 dong4 wu2 wu4
2996,空穴来风,kong1 xue2 lai2 feng1
2997,空空如也,kong1 kong1 ru2 ye3
2998,空谷足音,kong1 gu3 zu2 yin1
2999,穿云裂石,chuan1 yun2 lie4 shi2
3000,穿壁引光,chuan1 bi4 yin3 guang1
3001,穿房入户,chuan1 fang2 ru4 hu4
3002,穿杨贯虱,chuan1 yang2 guan4 shi1
3003,穿花蛱蝶,chuan1 hua1 jia2 die2
3004,穿针引线,chuan1 zhen1 yin3 xian4
3005,突如其来,tu1 ru2 qi2 lai2
3006,突飞猛进,tu1 fei1 meng3 jin4
3007,窃窃私语,qie4 qie4 si1 yu3
3008,窈窕淑女,yao3 tiao3 shu1 nv3
3009,窗明几净,chuang1 ming2 ji1 jing4
3010,立竿见影,li4 gan1 jian4 ying3
3011,立身处世,li4 shen1 chu3 shi4
3012,童心未泯,tong2 xin1 wei4 min3
3013,竭尽全力,jie2 jin4 quan2 li4
3014,竭智尽忠,jie2 zhi4 jin4 zhong1
3015,竭泽而渔,jie2 ze2 er2 yu2
3016,竭诚尽节,jie2 cheng2 jin4 jie2
3017,竹头木屑,zhu2 tou2 mu4 xie4
3018,竹报平安,zhu2 bao4 ping2 an1
3019,竹烟波月,zhu2 yan1 bo1 yue4
3020,竹篮打水,zhu2 lan2 da2 shui3
3021,竹苞松茂,zhu2 bao1 song1 mao4
3022,笃学好古,du3 xue2 hao4 gu3
3023,笑容可掬,xiao4 rong2 ke3 ju1
3024,笑比河清,xiao4 bi3 he2 qing1
3025,笑里藏刀,xiao4 li3 cang2 dao1
3026,笔大如椽,bi3 da4 ru2 chuan2
3027,笔底烟花,bi3 di3 yan1 hua1
3028,笔走龙蛇,bi3 zou3 long2 she2
3029,笔饱墨酣,bi3 bao3 mo4 han1
3030,笙歌鼎沸,sheng1 ge1 ding3 fei4
3031,笨口拙舌,ben4 kou3 zhuo1 she2
3032,笨鸟先飞,ben4 niao3 xian1 fei1
3033,等米下锅,deng3 mi3 xia4 guo1
3034,等而上之,deng3 er2 shang4 zhi1
3035,等量齐观,deng3 liang4 qi2 guan1
3036,等闲之辈,deng3 xian2 zhi1 bei4
3037,筋疲力尽,jin1 pi2 li4 jin4
3038,答非所问,da2 fei1 suo3 wen4
3039,筚路蓝缕,bi4 lu4 lan2 lv3
3040,简明扼要,jian3 ming2 e4 yao4
3041,箕风毕雨,ji1 feng1 bi4 yu3
3042,算无遗策,suan4 wu2 yi2 ce4
3043,管中窥豹,guan3 zhong1 kui1 bao4
3044,管鲍分金,guan3 bao4 fen1 jin1
3045,箭在弦上,jian4 zai4 xian2 shang4
3046,簟纹如水,dian4 wen2 ru2 shui3
3047,米珠薪桂,mi3 zhu1 xin1 gui4
3048,粉墨登场,fen3 mo4 deng1 chang3
3049,粉妆玉砌,fen3 zhuang1 yu4 qi4
3050,粉白黛黑,fen3 bai2 dai4 hei1
3051,粉身碎骨,fen3 shen1 sui4 gu3
3052,粒米狼戾,li4 mi3 lang2 li4
3053,粗制滥造,cu1 zhi4 lan4 zao4
3054,粗心大意,cu1 xin1 da4 yi4
3055,粗枝大叶,cu1 zhi1 da4 ye4
3056,粗茶淡饭,cu1 cha2 dan4 fan4
3057,精兵简政,jing1 bing1 jian3 zheng4
3058,精卫填海,jing1 wei4 tian2 hai3
3059,精忠报国,jing1 zhong1 bao4 guo2
3060,精打细算,jing1 da3 xi4 suan4
3061,精明强干,jing1 ming2 qiang2 gan4
3062,精疲力竭,jing1 pi2 li4 jie2
3063,精益求精,jing1 yi4 qiu2 jing1
3064,精神抖擞,jing1 shen2 dou3 sou3
3065,精耕细作,jing1 geng1 xi4 zuo4
3066,精诚团结,jing1 cheng2 tuan2 jie2
3067,精金美玉,jing1 jin1 mei3 yu4
3068,精雕细刻,jing1 diao1 xi4 ke4
3069,系铃解铃,xi4 ling2 jie3 ling2
3070,素昧平生,su4 mei4 ping2 sheng1
3071,素车白马,su4 che1 bai2 ma3
3072,素隐行怪,su4 yin3 xing2 guai4
3073,索然无味,suo3 ran2 wu2 wei4
3074,紧锣密鼓,jin3 luo2 mi4 gu3
3075,紫气东来,zi3 qi4 dong1 lai2
3076,繁文缛节,fan2 wen2 ru4 jie2
3077,繁花似锦,fan2 hua1 si4 jin3
3078,纡青拖紫,yu1 qing1 tuo1 zi3
3079,红叶题诗,hong2 ye4 ti2 shi1
3080,红情绿意,hong2 qing2 lv4 yi4
3081,红杏出墙,hong2 xing4 chu1 qiang2
3082,红炉点雪,hong2 lu2 dian3 xue3
3083,红男绿女,hong2 nan2 lv4 nv3
3084,红袖添香,hong2 xiu4 tian1 xiang1
3085,红颜薄命,hong2 yan2 bo2 ming4
3086,约定俗成,yue1 ding4 su2 cheng2
3087,约法三章,yue1 fa3 san1 zhang1
3088,纲举目张,gang1 ju3 mu4 zhang1
3089,纵横驰骋,zong4 heng2 chi2 cheng3
3090,纷纷攘攘,fen1 fen1 rang3 rang3
3091,纷至沓来,fen1 zhi4 ta4 lai2
3092,纸上谈兵,zhi3 shang4 tan2 bing1
3093,纸醉金迷,zhi3 zui4 jin1 mi2
3094,细枝末节,xi4 zhi1 mo4 jie2
3095,细水长流,xi4 shui3 chang2 liu2
3096,细针密缕,xi4 zhen1 mi4 lv3
3097,终南捷径,zhong1 nan2 jie2 jing4
3098,终身大事,zhong1 shen1 da4 shi4
3099,经史子集,jing1 shi3 zi ji2
3100,经天纬地,jing1 tian1 wei3 di4
3101,经文纬武,jing1 wen2 wei3 wu3
3102,经明行修,jing1 ming2 xing2 xiu1
3103,结党连群,jie2 dang3 lian2 qun2
3104,结结巴巴,jie1 jie1 ba1 ba1
3105,结草衔环,jie2 cao3 xian2 huan2
3106,绘声绘色,hui4 sheng1 hui4 se4
3107,绝处逢生,jue2 chu4 feng2 sheng1
3108,绝妙好词,jue2 miao4 hao3 ci2
3109,绝无仅有,jue2 wu2 jin3 you3
3110,绞尽脑汁,jiao3 jin4 nao3 zhi1
3111,统筹兼顾,tong3 chou2 jian1 gu4
3112,绣虎雕龙,xiu4 hu3 diao1 long2
3113,继往开来,ji4 wang3 kai1 lai2
3114,绰绰有余,chuo4 chuo4 you3 yu2
3115,绳之以法,sheng2 zhi1 yi3 fa3
3116,绳趋尺步,sheng2 qu1 chi3 bu4
3117,绳锯木断,sheng2 ju4 mu4 duan4
3118,绿林好汉,lu4 lin2 hao3 han4
3119,绿树成荫,lv4 shu4 cheng2 yin1
3120,绿肥红瘦,lv4 fei2 hong2 shou4
3121,绿草如茵,lv4 cao3 ru2 yin1
3122,缘木求鱼,yuan2 mu4 qiu2 yu2
3123,缠绵悱恻,chan2 mian2 fei3 ce4
3124,罄竹难书,qing4 zhu2 nan2 shu1
3125,罗雀掘鼠,luo2 que4 jue2 shu3
3126,罪业深重,zui4 ye4 shen1 zhong4
3127,罪有应得,zui4 you3 ying1 de2
3128,罪魁祸首,zui4 kui2 huo4 shou3
3129,置之度外,zhi4 zhi1 du4 wai4
3130,置若罔闻,zhi4 ruo4 wang3 wen2
3131,羊入虎口,yang2 ru4 hu3 kou3
3132,羊肠小道,yang2 chang2 xiao3 dao4
3133,羌无故实,qiang1 wu2 gu4 shi2
3134,美不胜收,mei3 bu4 sheng4 shou1
3135,美中不足,mei3 zhong1 bu4 zu2
3136,美如冠玉,mei3 ru2 guan1 yu4
3137,美衣玉食,mei3 yi1 yu4 shi2
3138,美轮美奂,mei3 lun2 mei3 huan4
3139,羚羊挂角,ling2 yang2 gua4 jiao3
3140,羞恼成怒,xiu1 nao3 cheng2 nu4
3141,群策群力,qun2 ce4 qun2 li4
3142,群贤毕至,qun2 xian2 bi4 zhi4
3143,群魔乱舞,qun2 mo2 luan4 wu3
3144,群龙无首,qun2 long2 wu2 shou3
3145,羲皇上人,xi1 huang2 shang4 ren2
3146,羽毛未丰,yu3 mao2 wei4 feng1
3147,翘足而待,qiao2 zu2 er2 dai4
3148,翘首引领,qiao2 shou3 yin3 ling3
3149,翩若惊鸿,pian1 ruo4 jing1 hong2
3150,翰墨丹青,han4 mo4 dan1 qing1
3151,翻云覆雨,fan1 yun2 fu4 yu3
3152,翻山越岭,fan1 shan1 yue4 ling3
3153,翻来覆去,fan1 lai2 fu4 qu4
3154,翻然悔悟,fan1 ran2 hui3 wu4
3155,耀武扬威,yao4 wu3 yang2 wei1
3156,老奸巨猾,lao3 jian1 ju4 hua2
3157,老当益壮,lao3 dang1 yi4 zhuang4
3158,老态龙钟,lao3 tai4 long2 zhong1
3159,老成持重,lao3 cheng2 chi2 zhong4
3160,老气横秋,lao3 qi4 heng2 qiu1
3161,老牛舐犊,lao3 niu2 shi4 du2
3162,老生常谈,lao3 sheng1 chang2 tan2
3163,老调重弹,lao3 diao4 chong2 tan2
3164,老谋深算,lao3 mou2 shen1 suan4
3165,老马识途,lao3 ma3 shi2 tu2
3166,老骥伏枥,lao3 ji4 fu2 li4
3167,考绩幽明,kao3 ji4 you1 ming2
3168,而今而后,er2 jin1 er2 hou4
3169,耐人寻味,nai4 ren2 xun2 wei4
3170,耳提面命,er3 ti2 mian4 ming4
3171,耳濡目染,er3 ru2 mu4 ran3
3172,耳熟能详,er3 shu2 neng2 xiang2
3173,耳目一新,er3 mu4 yi1 xin1
3174,耳聪目明,er3 cong1 mu4 ming2
3175,耳视目听,er3 shi4 mu4 ting1
3176,耳闻目击,er3 wen2 mu4 ji1
3177,耳鬓厮磨,er3 bin4 si1 mo2
3178,耿耿于怀,geng3 geng3 yu2 huai2
3179,聊复尔耳,liao2 fu4 er3 er3
3180,聊胜于无,liao2 sheng4 yu2 wu2
3181,聚沙成塔,ju4 sha1 cheng2 ta3
3182,聚米为山,ju4 mi3 wei2 shan1
3183,聚精会神,ju4 jing1 hui4 shen2
3184,聚蚊成雷,ju4 wen2 cheng2 lei2
3185,聪明睿智,cong1 ming2 rui4 zhi4
3186,肃然起敬,su4 ran2 qi3 jing4
3187,肆无忌惮,si4 wu2 ji4 dan4
3188,肉眼凡夫,rou4 yan3 fan2 fu1
3189,肝肠寸断,gan1 chang2 cun4 duan4
3190,肝胆相照,gan1 dan3 xiang1 zhao4
3191,肥头大耳,fei2 tou2 da4 er3
3192,胁肩累足,xie2 jian1 lei3 zu2
3193,胆大如斗,dan3 da4 ru2 dou3
3194,胆小如鼠,dan3 xiao3 ru2 shu3
3195,胆战心惊,dan3 zhan4 xin1 jing1
3196,背井离乡,bei4 jing3 li2 xiang1
3197,背信弃义,bei4 xin4 qi4 yi4
3198,背山起楼,bei4 shan1 qi3 lou2
3199,背水一战,bei4 shui3 yi1 zhan4
3200,背若芒刺,bei4 ruo4 mang2 ci4
3201,背道而驰,bei4 dao4 er2 chi2
3202,胡作非为,hu2 zuo4 fei1 wei2
3203,胡思乱想,hu2 si1 luan4 xiang3
3204,胡言乱语,hu2 yan2 luan4 yu3
3205,胡说白道,hu2 shuo1 bai2 dao4
3206,胶柱调瑟,jiao1 zhu4 tiao2 se4
3207,胸中甲兵,xiong1 zhong1 jia3 bing1
3208,胸无点墨,xiong1 wu2 dian3 mo4
3209,胸有成竹,xiong1 you3 cheng2 zhu2
3210,能屈能伸,neng2 qu1 neng2 shen1
3211,能工巧匠,neng2 gong1 qiao3 jiang4
3212,能文善武,neng2 wen2 shan4 wu3
3213,能者多劳,neng2 zhe3 duo1 lao2
3214,能言善辩,neng2 yan2 shan4 bian4
3215,脍炙人口,kuai4 zhi4 ren2 kou3
3216,脑满肠肥,nao3 man3 chang2 fei2
3217,脚踏实地,jiao3 ta4 shi2 di4
3218,脱胎换骨,tuo1 tai1 huan4 gu3
3219,腰缠万贯,yao1 chan2 wan4 guan4
3220,腹背受敌,fu4 bei4 shou4 di2
3221,腾云驾雾,teng2 yun2 jia4 wu4
3222,膏唇拭舌,gao1 chun2 shi4 she2
3223,膏火自煎,gao1 huo3 zi4 jian1
3224,膏粱文绣,gao1 liang2 wen2 xiu4
3225,臣门如市,chen2 men2 ru2 shi4
3226,自不量力,zi4 bu4 liang4 li4
3227,自以为是,zi4 yi3 wei2 shi4
3228,自作自受,zi4 zuo4 zi4 shou4
3229,自出机杼,zi4 chu1 ji1 zhu4
3230,自力更生,zi4 li4 geng1 sheng1
3231,自取灭亡,zi4 qu3 mie4 wang2
3232,自吹自擂,zi4 chui1 zi4 lei2
3233,自告奋勇,zi4 gao4 fen4 yong3
3234,自命不凡,zi4 ming4 bu4 fan2
3235,自圆其说,zi4 yuan2 qi2 shuo1
3236,自始至终,zi4 shi3 zhi4 zhong1
3237,自寻烦恼,zi4 xun2 fan2 nao3
3238,自强不息,zi4 qiang2 bu4 xi1
3239,自得其乐,zi4 de2 qi2 le4
3240,自怨自艾,zi4 yuan4 zi4 yi4
3241,自惭形秽,zi4 can2 xing2 hui4
3242,自愧不如,zi4 kui4 bu4 ru2
3243,自我解嘲,zi4 wo3 jie3 chao2
3244,自投罗网,zi4 tou2 luo2 wang3
3245,自暴自弃,zi4 bao4 zi4 qi4
3246,自欺欺人,zi4 qi1 qi1 ren2
3247,自生自灭,zi4 sheng1 zi4 mie4
3248,自由自在,zi4 you2 zi4 zai4
3249,自相矛盾,zi4 xiang1 mao2 dun4
3250,自知之明,zi4 zhi1 zhi1 ming2
3251,自私自利,zi4 si1 zi4 li4
3252,自给自足,zi4 ji3 zi4 zu2
3253,自视甚高,zi4 shi4 shen4 gao1
3254,自讨苦吃,zi4 tao3 ku3 chi1
3255,自顾不暇,zi4 gu4 bu4 xia2
3256,自食其力,zi4 shi2 qi2 li4
3257,臭不可闻,chou4 bu4 ke3 wen2
3258,臭名远扬,chou4 ming2 yuan3 yang2
3259,至善至美,zhi4 shan4 zhi4 mei3
3260,至大至刚,zhi4 da4 zhi4 gang1
3261,至理名言,zhi4 li3 ming2 yan2
3262,至高无上,zhi4 gao1 wu2 shang4
3263,舌敝唇焦,she2 bi4 chun2 jiao1
3264,舍己为人,she3 ji3 wei4 ren2
3265,舍本逐末,she3 ben3 zhu2 mo4
3266,舐糠及米,shi4 kang1 ji2 mi3
3267,舞文弄墨,wu3 wen2 nong4 mo4
3268,良师益友,liang2 shi1 yi4 you3
3269,良知良能,liang2 zhi1 liang2 neng2
3270,良禽择木,liang2 qin2 ze2 mu4
3271,良药苦口,liang2 yao4 ku3 kou3
3272,良莠不齐,liang2 you3 bu4 qi2
3273,良辰美景,liang2 chen2 mei3 jing3
3274,艰苦奋斗,jian1 ku3 fen4 dou4
3275,艰难困苦,jian1 nan2 kun4 ku3
3276,色厉内荏,se4 li4 nei4 ren3
3277,色胆包天,se4 dan3 bao1 tian1
3278,节哀顺变,jie2 ai1 shun4 bian4
3279,节外生枝,jie2 wai4 sheng1 zhi1
3280,节衣缩食,jie2 yi1 suo1 shi2
3281,芒寒色正,mang2 han2 se4 zheng4
3282,芝兰玉树,zhi1 lan2 yu4 shu4
3283,花前月下,hua1 qian2 yue4 xia4
3284,花团锦簇,hua1 tuan2 jin3 cu4
3285,花天酒地,hua1 tian1 jiu3 di4
3286,花好月圆,hua1 hao3 yue4 yuan2
3287,花容月貌,hua1 rong2 yue4 mao4
3288,花开并蒂,hua1 kai1 bing4 di4
3289,花晨月夕,hua1 chen2 yue4 xi1
3290,花朝月夜,hua1 zhao1 yue4 ye4
3291,花枝招展,hua1 zhi1 zhao1 zhan3
3292,花红柳绿,hua1 hong2 liu3 lv4
3293,花言巧语,hua1 yan2 qiao3 yu3
